timestamp,full_url,website_domain,url_path,article_text,label
"05/10/2022, 17:15:18",https://www.npr.org/2022/05/09/1096617152/a-warhol-marilyn-brings-a-record-auction-price-195-million,www.npr.org,/2022/05/09/1096617152/a-warhol-marilyn-brings-a-record-auction-price-195-million,"Andy Warhol's Shot Sage Blue Marilyn has set a record as the highest-priced American work of art to be sold at auction. Shot Sage Blue Marilyn has set a record as stunning as the actress it depicts. One of Andy Warhol's many silkscreened representations of Marilyn Monroe was auctioned by Christie's in New York for $195 million. The price, which includes fees, is the highest for a 20th century artwork sold at auction and the highest for an American artwork, topping the $179.4 million mark in 2015 for Pablo Picasso's Les Femmes d'Alger (Version O) and $110.5 million in 2017 for a 1982 painting by Jean-Michel Basquiat. The name of the buyer of Shot Sage Blue Marilyn was not announced. Warhol's works have long been among the most coveted by collectors of American art, along with Basquiat, Roy Lichtenstein and Mark Rothko. But Warhol's Marilyn series carries a singular cultural mystique. Starting in 1964, Warhol churned out more than a dozen portraits of the actress, all based on an image from taken from one of Monroe's more forgettable films, Niagara, from 1953. ""Once you see the image, you will recognize that you're actually much more familiar with Warhol's vision of Marilyn than with the old movie shots from Marilyn herself,"" said Alex Rotter, chairman of 20th and 21st Century Art at Christie's, to Morning Edition last week. The final price may be as eyepopping as Warhol's candy-colored palette. But Shot Sage Blue Marilyn is not even the most expensive 20th century painting ever sold. A Willem De Kooning piece called Interchange sold for $300 million in 2015 to a hedge fund manager who also picked up a nice Jackson Pollock for $200 million.",False
"05/10/2022, 17:45:26",https://www.npr.org/2022/05/09/1096617152/a-warhol-marilyn-brings-a-record-auction-price-195-million,www.npr.org,/2022/05/09/1096617152/a-warhol-marilyn-brings-a-record-auction-price-195-million,"Andy Warhol's Shot Sage Blue Marilyn has set a record as the highest-priced American work of art to be sold at auction. Shot Sage Blue Marilyn has set a record as stunning as the actress it depicts. One of Andy Warhol's many silkscreened representations of Marilyn Monroe was auctioned by Christie's in New York for $195 million. The price, which includes fees, is the highest for a 20th century artwork sold at auction and the highest for an American artwork, topping the $179.4 million mark in 2015 for Pablo Picasso's Les Femmes d'Alger (Version O) and $110.5 million in 2017 for a 1982 painting by Jean-Michel Basquiat. The name of the buyer of Shot Sage Blue Marilyn was not announced. Warhol's works have long been among the most coveted by collectors of American art, along with Basquiat, Roy Lichtenstein and Mark Rothko. But Warhol's Marilyn series carries a singular cultural mystique. Starting in 1964, Warhol churned out more than a dozen portraits of the actress, all based on an image from taken from one of Monroe's more forgettable films, Niagara, from 1953. ""Once you see the image, you will recognize that you're actually much more familiar with Warhol's vision of Marilyn than with the old movie shots from Marilyn herself,"" said Alex Rotter, chairman of 20th and 21st Century Art at Christie's, to Morning Edition last week. The final price may be as eyepopping as Warhol's candy-colored palette. But Shot Sage Blue Marilyn is not even the most expensive 20th century painting ever sold. A Willem De Kooning piece called Interchange sold for $300 million in 2015 to a hedge fund manager who also picked up a nice Jackson Pollock for $200 million.",False
"05/10/2022, 22:13:42",https://www.thetimes.co.uk/article/eu-army-to-protect-borders-m35f378280x,www.thetimes.co.uk,/article/eu-army-to-protect-borders-m35f378280x,"The European Union’s first paramilitary force would have the power to take control of a nation’s borders without the consent of sovereign governments under plans to shore up defences against an influx of migrants. Proposals for a 2,500-strong border and coastguard corps could see armed German personnel sent to Greece or the Balkans, where memories of the Second World War are still raw, to seal frontiers and register refugees. The force, wearing blue armbands and an EU and agency insignia, would be equipped with naval patrol vessels, helicopters and drones, according to plans tabled yesterday by Jean-Claude Juncker, the European Commission president. Europe’s migration crisis is set to overshadow David Cameron’s efforts to revive his renegotiation of British membership of the EU at a two-day © Times Newspapers Limited 2022. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",True
"05/10/2022, 22:14:38",https://www.thetimes.co.uk/article/eu-army-to-protect-borders-m35f378280x,www.thetimes.co.uk,/article/eu-army-to-protect-borders-m35f378280x,"The European Union’s first paramilitary force would have the power to take control of a nation’s borders without the consent of sovereign governments under plans to shore up defences against an influx of migrants. Proposals for a 2,500-strong border and coastguard corps could see armed German personnel sent to Greece or the Balkans, where memories of the Second World War are still raw, to seal frontiers and register refugees. The force, wearing blue armbands and an EU and agency insignia, would be equipped with naval patrol vessels, helicopters and drones, according to plans tabled yesterday by Jean-Claude Juncker, the European Commission president. Europe’s migration crisis is set to overshadow David Cameron’s efforts to revive his renegotiation of British membership of the EU at a two-day © Times Newspapers Limited 2022. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",True
"05/10/2022, 22:16:04",https://www.thetimes.co.uk/article/neighbours-get-the-right-to-vote-on-housing-plans-2mpzc6g9s,www.thetimes.co.uk,/article/neighbours-get-the-right-to-vote-on-housing-plans-2mpzc6g9s,"Neighbours will be allowed to hold referendums over the style and size of extensions, new homes and conversions on their street under plans outlined in the Queen’s Speech. New laws will permit “street votes” on whether more loft conversions and conservatories can be built without full planning permission. Ministers hope this will encourage more intensive development by allowing residents to increase the value of their own homes. A raid on big developers’ profits to fund schools, roads and surgeries will also be used to encourage residents to agree to more local housebuilding, as ministers look for ways to minimise objections to new homes. The Levelling Up and Regeneration Bill was one of 38 set out yesterday in the government’s legislative plan for the year. © Times Newspapers Limited 2022. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",True
"05/10/2022, 22:17:07",https://www.thetimes.co.uk/article/neighbours-get-the-right-to-vote-on-housing-plans-2mpzc6g9s,www.thetimes.co.uk,/article/neighbours-get-the-right-to-vote-on-housing-plans-2mpzc6g9s,"Neighbours will be allowed to hold referendums over the style and size of extensions, new homes and conversions on their street under plans outlined in the Queen’s Speech. New laws will permit “street votes” on whether more loft conversions and conservatories can be built without full planning permission. Ministers hope this will encourage more intensive development by allowing residents to increase the value of their own homes. A raid on big developers’ profits to fund schools, roads and surgeries will also be used to encourage residents to agree to more local housebuilding, as ministers look for ways to minimise objections to new homes. The Levelling Up and Regeneration Bill was one of 38 set out yesterday in the government’s legislative plan for the year. © Times Newspapers Limited 2022. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",True
"05/10/2022, 22:24:37",https://www.thetimes.co.uk/article/eu-army-to-protect-borders-m35f378280x,www.thetimes.co.uk,/article/eu-army-to-protect-borders-m35f378280x,"The European Union’s first paramilitary force would have the power to take control of a nation’s borders without the consent of sovereign governments under plans to shore up defences against an influx of migrants. Proposals for a 2,500-strong border and coastguard corps could see armed German personnel sent to Greece or the Balkans, where memories of the Second World War are still raw, to seal frontiers and register refugees. The force, wearing blue armbands and an EU and agency insignia, would be equipped with naval patrol vessels, helicopters and drones, according to plans tabled yesterday by Jean-Claude Juncker, the European Commission president. Europe’s migration crisis is set to overshadow David Cameron’s efforts to revive his renegotiation of British membership of the EU at a two-day © Times Newspapers Limited 2022. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",True
"05/10/2022, 22:25:00",https://www.thetimes.co.uk/article/neighbours-get-the-right-to-vote-on-housing-plans-2mpzc6g9s,www.thetimes.co.uk,/article/neighbours-get-the-right-to-vote-on-housing-plans-2mpzc6g9s,"Neighbours will be allowed to hold referendums over the style and size of extensions, new homes and conversions on their street under plans outlined in the Queen’s Speech. New laws will permit “street votes” on whether more loft conversions and conservatories can be built without full planning permission. Ministers hope this will encourage more intensive development by allowing residents to increase the value of their own homes. A raid on big developers’ profits to fund schools, roads and surgeries will also be used to encourage residents to agree to more local housebuilding, as ministers look for ways to minimise objections to new homes. The Levelling Up and Regeneration Bill was one of 38 set out yesterday in the government’s legislative plan for the year. © Times Newspapers Limited 2022. Registered in England No. 894646. Registered office: 1 London Bridge Street, SE1 9GF.",False
"05/10/2022, 23:48:47",https://www.thehindu.com/news/international/ukraine-russia-crisis-live-updates-may-11-2022/article65403304.ece,www.thehindu.com,/news/international/ukraine-russia-crisis-live-updates-may-11-2022/article65403304.ece,"Emergency personnel work near a building damaged after a military strike, in Odesa, Ukraine, in this handout image released on May 9, 2022. | Photo Credit: Reuters Russia pummeled the vital port of Odesa, Ukrainian officials said on May 10, in an apparent effort to disrupt supply lines and Western weapons shipments critical to Kyiv’s defence. The Italian Foreign Ministry says 63 Ukrainian orphans will be flown today from Krakow, Poland to Trapani, Sicily. The transport was organised by the Pope John XXIII Community, along with Italian diplomats in Ukraine and Poland. Some 37,000 minors, many accompanied by family members, have arrived in Italy since Russia launched its invasion. The U.S. House emphatically approved a fresh $40 billion Ukraine aid package on Tuesday as lawmakers beefed up President Joe Biden’s initial request, signalling a magnified, bipartisan commitment to thwart Russian President Vladimir Putin’s bloody three-month-old invasion. Read more news on the ongoing Russia-Ukraine crisis here. Here are the latest updates: The European Union (EU) on May 10 accused the Russian authorities of carrying out a cyberattack against a satellite network an hour before the invasion of Ukraine to pave the way for its assault. It marked the first time the EU has formally blamed the Russian authorities for carrying out a cyberattack, the bloc’s foreign policy chief Josep Borrell said. German Foreign Minister Annalena Baerbock on Tuesday reopened her country’s embassy in Kyiv that was closed more than two months ago following the Russian invasion. Baerbock, the first German Cabinet member to visit Ukraine since the start of the war, also pledged that Berlin would provide further support to Kyiv, including when it comes to investigating and prosecuting war crimes. - AP The U.N. General Assembly voted overwhelmingly on May 10 for the Czech Republic to replace Russia on the world organisation’s leading human rights body following its suspension over allegations of horrific rights violations by Russian soldiers in Ukraine. The Czech Republic was the only candidate for the seat on the 47-member Human Rights Council. Seats on the Geneva-based council are divided among regional groups and a replacement for Russia had to come from an East European country. - AP The House emphatically approved a fresh $40 billion Ukraine aid package on May 10 as lawmakers beefed up President Joe Biden’s initial request, signalling a magnified, bipartisan commitment to thwart Russian President Vladimir Putin’s bloody three-month-old invasion. The measure sailed to passage by a lopsided 368-57 margin, providing $7 billion more than Biden’s request from April and dividing the increase evenly between defence and humanitarian programmes. The bill would give Ukraine military and economic assistance, help regional allies, replenish weapons the Pentagon has shipped overseas and provide $5 billion to address global food shortages caused by the war’s crippling of Ukraine’s normally robust production of many crops. Russia pummeled the vital port of Odesa, Ukrainian officials said on May 10, in an apparent effort to disrupt supply lines and Western weapons shipments critical to Kyiv’s defence. Ukraine’s ability to stymie a larger, better-armed Russian military has surprised many who had anticipated a much quicker end to the conflict. With the war now in its 11th week and Kyiv bogging down Russian forces and even staging a counteroffensive, Ukraine’s foreign minister appeared to suggest the country could expand its aims beyond merely pushing Russia back to areas it or its allies held on the day of the February 24 invasion. - AP Top U.S. intelligence officials were questioned on May 10 about why they misjudged the durability of governments in both Afghanistan and Ukraine, and whether they need to reform how intelligence agencies assess a foreign military’s will to fight. U.S. intelligence believed the U.S.-backed Kabul government would hold out for months against the Taliban and thought Russian forces would overrun Ukraine in a few weeks. Both assessments were wrong. The U.S. and Western allies are now rushing to aid Ukraine’s resistance against Russia in what has turned into a grinding, violent stalemate. - AP Our code of editorial values Printable version | May 11, 2022 8:39:41 am | https://www.thehindu.com/news/international/ukraine-russia-crisis-live-updates-may-11-2022/article65403304.ece © THG PUBLISHING PVT LTD.",False
"12/05/2023, 02:10:44",https://www.1news.co.nz/,www.1news.co.nz,/,"New Zealand 53 mins ago 6:47 Health 7:39am New Zealand 8:33am Rugby 6:15am New Zealand 5:38am 0:21 New Zealand 5:00am Te Ao Māori Follow 1News' live updates for the latest developments. 8:25am Te Ao Māori 7:59am 2:11 New Zealand 17 mins ago Te Ao Māori 46 mins ago 2:11 Te Ao Māori 7:59am 2:11 New Zealand 17 mins ago Te Ao Māori 46 mins ago 2:11 New Zealand 53 mins ago 6:47 Health 7:39am New Zealand 8:33am Rugby 6:15am New Zealand 5:38am 0:21 New Zealand 5:00am New Zealand 7:21am Politics 7:06pm Te Ao Māori 7:59am 2:11 New Zealand 17 mins ago New Zealand 7:21am Politics 7:06pm Te Ao Māori 46 mins ago 2:11 New Zealand 53 mins ago 6:47 Health 7:39am New Zealand 8:33am Rugby 6:15am New Zealand 5:38am 0:21 New Zealand 5:00am New Zealand 7:21am Politics 7:06pm New Zealand 53 mins ago 6:47 Health 7:39am New Zealand 8:33am Rugby 6:15am New Zealand 5:38am 0:21 New Zealand 5:00am Bitcoin is once again having a moment. Today the world's largest cryptocurrency soared past $66,500 for the first time in over a year and a half. 8 mins ago The government has deployed the military to help rescue hundreds of people trapped by the flooding. 29 mins ago 8:21am 6:58am 6:31am Bitcoin is once again having a moment. Today the world's largest cryptocurrency soared past $66,500 for the first time in over a year and a half. 8 mins ago The government has deployed the military to help rescue hundreds of people trapped by the flooding. 29 mins ago 8:21am 6:58am 6:31am 5:00am 3:49 Bitcoin is once again having a moment. Today the world's largest cryptocurrency soared past $66,500 for the first time in over a year and a half. 8 mins ago The government has deployed the military to help rescue hundreds of people trapped by the flooding. 29 mins ago 8:21am 6:58am 6:31am 9:41pm 8:15pm 2:05 8:00pm 2:26 7:04pm 2:06 How to achieve the seemingly impossible — pack away a tent so it fits back in the bag. 5:00am 3:49 9:41pm 8:15pm 2:05 8:00pm 2:26 7:04pm 2:06 How to achieve the seemingly impossible — pack away a tent so it fits back in the bag. 5:00am 3:49 9:41pm 8:15pm 2:05 How to achieve the seemingly impossible — pack away a tent so it fits back in the bag. 5:00am 3:49 8:00pm 2:26 7:04pm 2:06 How to achieve the seemingly impossible — pack away a tent so it fits back in the bag. 5:00am 3:49 9:41pm 8:15pm 2:05 8:00pm 2:26 7:04pm 2:06 Rizz is believed to come from the middle of the word charisma. 6:31am The concert movie has received glowing reviews, sitting at 100% on Rotten Tomatoes and A+ from polled opening weekend audiences. 9:25pm 9:10pm 8:55pm 8:40pm Rizz is believed to come from the middle of the word charisma. 6:31am The concert movie has received glowing reviews, sitting at 100% on Rotten Tomatoes and A+ from polled opening weekend audiences. 9:25pm 9:10pm 8:55pm 8:40pm 2:12pm Rizz is believed to come from the middle of the word charisma. 6:31am The concert movie has received glowing reviews, sitting at 100% on Rotten Tomatoes and A+ from polled opening weekend audiences. 9:25pm 9:10pm 8:55pm 8:40pm 12:50pm 12:12pm 11:45am 11:36am The 31-year-old was off contract at the end of 2024 but has re-committed for an eighth season with the club. 1:37pm 12:50pm 12:12pm 11:45am 11:36am The 31-year-old was off contract at the end of 2024 but has re-committed for an eighth season with the club. 1:37pm 12:50pm 12:12pm The 31-year-old was off contract at the end of 2024 but has re-committed for an eighth season with the club. 1:37pm 11:45am 11:36am The 31-year-old was off contract at the end of 2024 but has re-committed for an eighth season with the club. 1:37pm 12:50pm 12:12pm 11:45am 11:36am 7:04pm 2:06 6:38pm 3:28 4:25pm 1:36pm The election promise to scrap the tax has itself been thrown on the scrapheap. 8:00pm 2:26 7:04pm 2:06 6:38pm 3:28 4:25pm 1:36pm The election promise to scrap the tax has itself been thrown on the scrapheap. 8:00pm 2:26 7:04pm 2:06 6:38pm 3:28 The election promise to scrap the tax has itself been thrown on the scrapheap. 8:00pm 2:26 4:25pm 1:36pm The election promise to scrap the tax has itself been thrown on the scrapheap. 8:00pm 2:26 7:04pm 2:06 6:38pm 3:28 4:25pm 1:36pm New Zealand 8:33am Te Ao Māori 8:25am Politics 4:25pm Politics 7:06pm Te Ao Māori 7:59am Te Ao Māori 7:04pm New Zealand 8:33am Politics 7:06pm Te Ao Māori 8:25am Te Ao Māori 7:59am Politics 4:25pm Te Ao Māori 7:04pm A mere pounamu was taken from Auckland Museum, which sparked a three-year search up and down Aotearoa. One family's tragedy highlights the urgent need for greater public awareness around the danger of our beaches. What has Aotearoa's brand new coalition government promised to deliver? Over 34 years, John Campbell has been renowned for illuminating tough subjects around Aotearoa. But one story hit closer to home than most. 'Blue Line Banter' mocks politicians, police administration, gay people and youth offenders and has proved popular with some members of the NZ Police. A 23-year-old woman walks into a bar... and walks right out when she realises it doesn't have a menu. 2:39pm A Massey University professor speaks to Re: News about how mainstreaming has scrambled queer fashion codes. Wed, Nov 29 Wed, Nov 29 Wed, Nov 29 Fri, Nov 24 A 23-year-old woman walks into a bar... and walks right out when she realises it doesn't have a menu. 2:39pm A Massey University professor speaks to Re: News about how mainstreaming has scrambled queer fashion codes. Wed, Nov 29 Wed, Nov 29 Wed, Nov 29 Fri, Nov 24 Fri, Nov 24 A 23-year-old woman walks into a bar... and walks right out when she realises it doesn't have a menu. 2:39pm A Massey University professor speaks to Re: News about how mainstreaming has scrambled queer fashion codes. Wed, Nov 29 Wed, Nov 29 Wed, Nov 29 Fri, Nov 24 6:38pm 3:28 Sun, Dec 3 Sun, Dec 3 Thu, Nov 30 Authorities warn the protest action scheduled between 7.30am and 9am is likely to disrupt traffic in several regions across the North Island. 7:04pm 2:06 6:38pm 3:28 Sun, Dec 3 Sun, Dec 3 Thu, Nov 30 Authorities warn the protest action scheduled between 7.30am and 9am is likely to disrupt traffic in several regions across the North Island. 7:04pm 2:06 6:38pm 3:28 Sun, Dec 3 Authorities warn the protest action scheduled between 7.30am and 9am is likely to disrupt traffic in several regions across the North Island. 7:04pm 2:06 Sun, Dec 3 Thu, Nov 30 Authorities warn the protest action scheduled between 7.30am and 9am is likely to disrupt traffic in several regions across the North Island. 7:04pm 2:06 6:38pm 3:28 Sun, Dec 3 Sun, Dec 3 Thu, Nov 30 Test your knowledge with today's news quiz. 5:00am Test your knowledge with today's news quiz. Mon, Dec 4 Sat, Dec 2 Fri, Dec 1 Thu, Nov 30 Test your knowledge with today's news quiz. 5:00am Test your knowledge with today's news quiz. Mon, Dec 4 Sat, Dec 2 Fri, Dec 1 Thu, Nov 30 Test your knowledge with today's news quiz. 5:00am Test your knowledge with today's news quiz. Mon, Dec 4 Sat, Dec 2 Fri, Dec 1 Thu, Nov 30 The concert movie has received glowing reviews, sitting at 100% on Rotten Tomatoes and A+ from polled opening weekend audiences. 9:25pm The actress went on to recall that her fellow Oscar-winner was ""very smart"" even in his early 20s and could tell how much he ""cared"" about the craft. 5:40pm 1:17pm 11:31am Mon, Dec 4 The concert movie has received glowing reviews, sitting at 100% on Rotten Tomatoes and A+ from polled opening weekend audiences. 9:25pm The actress went on to recall that her fellow Oscar-winner was ""very smart"" even in his early 20s and could tell how much he ""cared"" about the craft. 5:40pm 1:17pm 11:31am Mon, Dec 4 Mon, Dec 4 The concert movie has received glowing reviews, sitting at 100% on Rotten Tomatoes and A+ from polled opening weekend audiences. 9:25pm The actress went on to recall that her fellow Oscar-winner was ""very smart"" even in his early 20s and could tell how much he ""cared"" about the craft. 5:40pm 1:17pm 11:31am Mon, Dec 4 Fri, Dec 1 Thu, Nov 30 Thu, Nov 30 Wed, Nov 29 NZ Post say it's seen a small increase in aggression toward workers during the ""busiest time of the year"". Mon, Dec 4 Fri, Dec 1 Thu, Nov 30 Thu, Nov 30 Wed, Nov 29 NZ Post say it's seen a small increase in aggression toward workers during the ""busiest time of the year"". Mon, Dec 4 Fri, Dec 1 Thu, Nov 30 NZ Post say it's seen a small increase in aggression toward workers during the ""busiest time of the year"". Mon, Dec 4 Thu, Nov 30 Wed, Nov 29 NZ Post say it's seen a small increase in aggression toward workers during the ""busiest time of the year"". Mon, Dec 4 Fri, Dec 1 Thu, Nov 30 Thu, Nov 30 Wed, Nov 29 Sat, Dec 2 Fri, Dec 1 Thu, Nov 30 Wed, Nov 29 The new Government has agreed to replace the freshwater policy in favour of giving councils more flexibility in meeting limits, including exemptions. Sun, Dec 3 Sat, Dec 2 Fri, Dec 1 Thu, Nov 30 Wed, Nov 29 The new Government has agreed to replace the freshwater policy in favour of giving councils more flexibility in meeting limits, including exemptions. Sun, Dec 3 Sat, Dec 2 Fri, Dec 1 The new Government has agreed to replace the freshwater policy in favour of giving councils more flexibility in meeting limits, including exemptions. Sun, Dec 3 Thu, Nov 30 Wed, Nov 29 The new Government has agreed to replace the freshwater policy in favour of giving councils more flexibility in meeting limits, including exemptions. Sun, Dec 3 Sat, Dec 2 Fri, Dec 1 Thu, Nov 30 Wed, Nov 29 © TVNZ 2023",False
